session,env,asset,arm,joint,n_samples,zerolag_mae_deg,zerolag_rms_deg,zerolag_p95_deg,zerolag_max_deg,lag_k_ms,lag_xcorr_r,lag_censored,lagcomp_mae_deg,lagcomp_rms_deg,lagcomp_p95_deg,lagcomp_max_deg,steady_n_samples,steady_mae_deg,steady_rms_deg,steady_p95_deg,steady_max_deg,steady_bias_deg
episode_0001,sim,superseded,left,shoulder_roll,54,0.4362371370835945,0.43623714593433327,0.43639357468379103,0.43642331553956737,0.0,0.8852,False,0.4362371370835945,0.43623714593433327,0.43639357468379103,0.43642331553956737,39,0.43619319142613705,0.4361931943792781,0.4362612548621986,0.4362738933662307,0.43619319142613705
episode_0001,sim,superseded,left,shoulder_yaw,54,1.6504412810979048,1.650441286025917,1.6506295265351696,1.6507528497316741,0.0,0.5057,False,1.6504412810979048,1.650441286025917,1.6506295265351696,1.6507528497316741,39,1.6504209554083815,1.6504209610071152,1.65064185885482,1.6507528497316741,1.6504209554083815
episode_0001,sim,superseded,left,elbow,54,0.14192092477467091,0.14192102386479807,0.14218520800352508,0.14221968721155065,0.0,0.7849,False,0.14192092477467091,0.14192102386479807,0.14218520800352508,0.14221968721155065,39,0.14197513497996594,0.14197520702332525,0.14218865592432764,0.14221968721155065,-0.14197513497996594
episode_0001,sim,superseded,left,wrist_roll,54,1.3643390368812418,1.364339209194351,1.3654510956125574,1.3655522536801499,0.0,0.7184,False,1.3643390368812418,1.364339209194351,1.3654510956125574,1.3655522536801499,39,1.3642335202100964,1.364233683209405,1.365092484232271,1.3651135279826931,-1.3642335202100964
episode_0001,sim,superseded,right,shoulder_pitch,54,1.1168017526511698,1.1168017528214909,1.1168388842340495,1.1168398725932818,800.0,0.6394,True,1.1168033397421264,1.116803339926111,1.1168362515695822,1.1168368525747638,39,1.1167986876732892,1.116798687876332,1.1168398725932818,1.1168398725932818,1.1167986876732892
episode_0001,sim,superseded,right,shoulder_roll,54,1.4966465511661569,1.4966465513212406,1.496689652932863,1.4967031980504153,600.0,0.3299,False,1.4966522162788425,1.4966522164611618,1.4966944055288165,1.496701381009423,39,1.4966504204427717,1.4966504206232514,1.4966916662353476,1.4967031980504153,1.4966504204427717
episode_0001,sim,superseded,right,shoulder_yaw,54,2.983451971113583,2.98345197226194,2.983629062208337,2.9836405212766692,0.0,0.7653,False,2.983451971113583,2.98345197226194,2.983629062208337,2.9836405212766692,39,2.9834602229362557,2.983460224180343,2.983629062208337,2.9836405212766692,-2.9834602229362557
episode_0001,sim,superseded,right,elbow,54,0.6216505253163789,0.6216505262906377,0.621702500434943,0.6217298245869074,0.0,0.4489,False,0.6216505253163789,0.6216505262906377,0.621702500434943,0.6217298245869074,39,0.6216504002791003,0.6216504013747116,0.6217160008859537,0.6217298245869074,0.6216504002791003
episode_0001,sim,superseded,right,wrist_roll,54,3.4438695502421672,3.443869550781277,3.4439471709848646,3.4439777000969656,0.0,0.6855,False,3.4438695502421672,3.443869550781277,3.4439471709848646,3.4439777000969656,39,3.4438655335235957,3.4438655341043787,3.443950715194738,3.4439777000969656,3.4438655335235957
episode_0002,sim,superseded,left,shoulder_pitch,4862,4.4041738482074955,5.208423796025802,11.25061731655935,20.45460000990575,300.0,0.9894,False,4.04261488816036,4.60957750718484,8.845075805753929,17.691392125519616,1406,3.54204212702184,3.6405586362425595,4.387341741159935,11.917851645002155,3.5410397002386294
episode_0002,sim,superseded,left,shoulder_roll,4862,1.8733987065041287,4.094223919153672,7.179347250949786,42.22492736397356,266.7,0.9984,False,0.8542755888732001,1.3883588712560673,2.6820720809576573,15.084113298267017,1240,0.46793466794459954,0.5113220980140286,0.7694378886055409,1.7396197074061703,0.31227587281010877
episode_0002,sim,superseded,left,shoulder_yaw,4862,2.1328076063581833,3.8222375929456653,7.086059610428618,33.824525502285475,366.7,0.9949,False,1.529471475467494,1.9284512541208063,3.7500586631149218,10.430284886876954,1752,1.2539243208095163,1.3666559464596382,1.9369058147502654,3.75698078993835,-0.5405743783412323
episode_0002,sim,superseded,left,elbow,4862,3.9237068112945264,5.644842010369176,9.730030159699902,35.82871365942846,400.0,0.9443,False,3.628817609682389,4.937695828868732,6.44198881011858,35.19150820512217,1213,3.100860423542651,3.138234365386081,3.70019090050909,5.688191587132504,3.100860423542651
episode_0002,sim,superseded,left,wrist_roll,4862,2.388613126380875,4.404463079864969,10.041270371762995,39.573315304598594,300.0,0.9977,False,1.4106313038106886,2.2520853301045123,4.571228591195749,21.24415325927966,968,0.8359946328085094,0.8699046383929301,1.199925474244726,1.5992069717503945,0.8358553587686652
episode_0002,sim,superseded,right,shoulder_pitch,4862,8.694831463300698,12.044045031463584,25.41652893017258,55.64588974908369,333.3,0.97,False,7.7459465820966615,10.77422839359532,23.77483885105837,39.6934659033878,466,2.8613672230034317,3.9967612025331376,4.064826935780501,20.369129993491768,2.844510337370379
